image_id,baseline,aug_only,tone_only,full,baseline_balanced
ISIC_0026290,0.3656585700809955,0.6791086792945862,0.7559785097837448,0.587466936558485,0.3725457433611154
ISIC_0029126,0.9926924034953116,0.9175299927592278,0.997633382678032,0.9454177394509315,0.94508109241724
ISIC_0028702,0.9290126860141754,0.8352297469973564,0.9871442094445227,0.9255091398954391,0.9339171797037124
ISIC_0029841,0.8629736080765724,0.8134379610419273,0.8533818423748016,0.8028069213032722,0.7688126638531685
ISIC_0030965,0.9180869534611702,0.9021456241607666,0.963833712041378,0.9158841744065284,0.9172026664018632
ISIC_0031783,0.7945955768227577,0.8110709339380264,0.9514688178896904,0.674582302570343,0.6741016209125519
ISIC_0030137,0.6510033644735813,0.5948938205838203,0.728830561041832,0.4156955741345882,0.321251300163567
ISIC_0026947,0.2648000121116638,0.3227735310792923,0.0843344419263303,0.0430811510886997,0.0555619904771447
ISIC_0024839,0.2318976521492004,0.2551499847322702,0.0922027654014527,0.1057386379688978,0.0500459398608654
ISIC_0030458,0.7037065774202347,0.7141193225979805,0.7599633783102036,0.8262933418154716,0.31342189386487
ISIC_0024495,0.1446246136911213,0.5464649200439453,0.1734442664310336,0.4314643964171409,0.1301354076713323
ISIC_0027018,0.923398181796074,0.9352321922779084,0.9745003506541252,0.93912785500288,0.9547341093420982
ISIC_0029384,0.0721590041648596,0.046657130587846,0.1089832386933267,0.1970048230141401,0.014856119203614
ISIC_0031459,0.512939803302288,0.5064471438527107,0.616422638297081,0.7284007295966148,0.169094534125179
ISIC_0024420,0.856060080230236,0.6690840423107147,0.9538362696766852,0.3077727630734443,0.891404539346695
ISIC_0030801,0.8595641404390335,0.5548771545290947,0.9370561614632608,0.2971946774050593,0.7847181744873524
ISIC_0029206,0.6107003279030323,0.6377622038125992,0.4863989260047674,0.4811227321624756,0.6431827954947948
ISIC_0031951,0.3561895284801721,0.6278316378593445,0.567940816283226,0.7592369541525841,0.2931289207190275
ISIC_0030310,0.5497552752494812,0.7815177142620087,0.7564096003770828,0.7140416502952576,0.6581560559570789
ISIC_0030608,0.5564160011708736,0.4069679863750934,0.6683838162571192,0.3237149612978101,0.2706796862185001
ISIC_0030372,0.9838830530643464,0.974304899573326,0.9919476434588432,0.9687025249004364,0.969041183590889
ISIC_0028404,0.9085781052708626,0.9447147622704506,0.9560856372117996,0.9225914105772972,0.911571741104126
ISIC_0029849,0.7615213841199875,0.7816315814852715,0.5445332396775484,0.8056035712361336,0.4922405332326889
ISIC_0027504,0.9094698056578636,0.9425107836723328,0.9202760308980942,0.8616043105721474,0.7996770292520523
ISIC_0027094,0.6500182896852493,0.841760165989399,0.7037542015314102,0.6759979501366615,0.8283494636416435
ISIC_0028121,0.8169517368078232,0.9049412533640862,0.7609027773141861,0.7839389145374298,0.4903808645904064
ISIC_0026015,0.4220708943903446,0.952636517584324,0.846882164478302,0.9208021983504296,0.6779439002275467
ISIC_0025434,0.1424424783326685,0.1209489656612277,0.1969624431803822,0.0867368252947926,0.0105111130396835
ISIC_0028165,0.7018541097640991,0.6291824690997601,0.7050328180193901,0.6635261923074722,0.3694032691419124
ISIC_0027770,0.9089102298021317,0.866955392062664,0.8956655710935593,0.623017780482769,0.9252754971385002
ISIC_0027388,0.7350128218531609,0.4987890534102916,0.8524462804198265,0.4884582199156284,0.3364886231720447
ISIC_0029029,0.2122824341058731,0.2400269042700529,0.3693311065435409,0.4233800657093525,0.178098414093256
ISIC_0025038,0.2756170704960823,0.3758786078542471,0.2904103118926286,0.3934805076569319,0.0765467963647097
ISIC_0029927,0.5309098064899445,0.8235570043325424,0.3744512107223272,0.8788501843810081,0.2379342755302786
ISIC_0026567,0.7514375373721123,0.6904097869992256,0.7649972699582577,0.6762537062168121,0.3476518075913191
ISIC_0026912,0.823404960334301,0.8711795583367348,0.6320275440812111,0.6712491065263748,0.5599152706563473
ISIC_0027737,0.3174213133752346,0.3854805380105972,0.0662090023979544,0.1717434143647551,0.042644731234759
ISIC_0024774,0.2907503880560398,0.2665783241391182,0.1523230732418596,0.1047393283806741,0.0280596528900787
ISIC_0031677,0.9070575013756752,0.9676429256796836,0.9421414658427238,0.9138580933213234,0.937397927045822
ISIC_0025339,0.9883095994591712,0.9754949808120728,0.992813304066658,0.9797960966825484,0.9732815772294998
ISIC_0028876,0.4991262666881084,0.7110797166824341,0.2758102151565254,0.4891402367502451,0.1172836646437645
ISIC_0029527,0.64479099214077,0.7460222467780113,0.3283011484891176,0.2489063758403062,0.2215940444730222
ISIC_0028992,0.9511456340551376,0.7816573455929756,0.8175727799534798,0.6624338440597057,0.4282758012413978
ISIC_0026351,0.7041865661740303,0.911096841096878,0.7470123395323753,0.8824437856674194,0.7894410938024521
ISIC_0027202,0.6778184846043587,0.2231883183121681,0.6457650139927864,0.1455712849274277,0.4338201778009534
ISIC_0032498,0.703729085624218,0.6776429489254951,0.5187300443649292,0.4724352341145277,0.5669442974030972
ISIC_0027083,0.7127410992980003,0.6089238971471786,0.3825588189065456,0.3164409734308719,0.4376615136861801
ISIC_0029778,0.3518509939312935,0.6615045294165611,0.3903106711804867,0.4603700451552868,0.5280170179903507
ISIC_0027831,0.4461618661880493,0.4715944267809391,0.4177869241684675,0.1848775260150432,0.1374327708035707
ISIC_0024770,0.6286953017115593,0.4888853505253792,0.2054137401282787,0.369954926893115,0.4622436128556728
ISIC_0027559,0.3553720843046903,0.5039508491754532,0.3965818528085947,0.183852519840002,0.0524707990698516
ISIC_0024408,0.5182023905217648,0.5674352571368217,0.0669364209752529,0.4161566626280546,0.0881583606824278
ISIC_0034315,0.7151153534650803,0.8062664717435837,0.463903209194541,0.257927724160254,0.4204351613298058
ISIC_0032967,0.6988741271197796,0.8039560206234455,0.4487134022638201,0.2552531138062477,0.3617396550253033
ISIC_0030630,0.7376917973160744,0.2663401439785957,0.7080569341778755,0.290737759321928,0.1520370277576148
ISIC_0031428,0.933912307024002,0.533013753592968,0.9680433943867685,0.4647264592349529,0.2104953173547983
ISIC_0032681,0.6017112582921982,0.3430562019348144,0.2229852564632892,0.1451713517308235,0.1670069815590977
ISIC_0033509,0.7548513412475586,0.2374972365796566,0.2806335585191846,0.1800887621939182,0.2435102555900812
ISIC_0032694,0.9343343377113342,0.8999638855457306,0.9537579119205476,0.8413847237825394,0.9476300030946732
ISIC_0034197,0.923548363149166,0.7168273478746414,0.763958640396595,0.8712103739380836,0.7822066992521286
ISIC_0034057,0.937375009059906,0.8348527997732162,0.7124236822128296,0.8536757528781891,0.8079598471522331
ISIC_0032827,0.9210151508450508,0.8816491067409515,0.8763285875320435,0.7002203166484833,0.8540211021900177
ISIC_0033022,0.6759994029998779,0.312386741861701,0.6267651729285717,0.5864017121493816,0.3766117710620165
ISIC_0032835,0.957524523139,0.9438147246837616,0.9915553033351898,0.9534859284758568,0.917035147547722
ISIC_0033480,0.8548571765422821,0.8401620984077454,0.9753550365567208,0.9501355364918708,0.8616860881447792
ISIC_0033528,0.3669428564608097,0.1178136589005589,0.2715394087135792,0.1086746370419859,0.0868304523173719
ISIC_0033865,0.4654655624181032,0.1377305667847395,0.2166895465925336,0.1299105985090136,0.1085334629751741
ISIC_0034296,0.1497820685617625,0.1894420329481363,0.046020402573049,0.0798365185037255,0.0122487961780279
ISIC_0032763,0.1750954883173108,0.1279246462509036,0.038686946965754,0.0875475103966891,0.008132317190757
ISIC_0034291,0.1742913508787751,0.1588941849768161,0.0912959221750497,0.1050994838587939,0.0195402553654275
ISIC_0033784,0.712471142411232,0.9573348760604858,0.9139979854226112,0.9188129603862762,0.6864851266145706
ISIC_0033307,0.7108084782958031,0.9543057009577752,0.9513890966773032,0.8913112655282021,0.7472045607864857
ISIC_0033169,0.0346082155592739,0.1459917267784476,0.0020098548120586,0.113140226341784,0.0051554874808061
ISIC_0032740,0.0877791931852698,0.198670269921422,0.1329066711477935,0.3231152556836605,0.0607103607617318
ISIC_0032113,0.238656910136342,0.2149365041404962,0.1538367667235434,0.1316896183416247,0.0825481824576854
ISIC_0029793,0.0438395829405635,0.1507961675524711,0.0383027039933949,0.0998029932379722,0.0346574909053742
ISIC_0026291,0.4907748736441135,0.3255350794643163,0.4165203385055065,0.4314069598913193,0.1774966970551759
ISIC_0026846,0.0317276783753186,0.1240885024890303,0.0449775215238332,0.1121749999001622,0.0083623409736901
ISIC_0030067,0.0291256119962781,0.1328758345916867,0.0196155260782688,0.0829051909968257,0.0222821286879479
ISIC_0027041,0.1393517646938562,0.1739732176065445,0.2172594172880053,0.2250883784145116,0.1049689194187522
ISIC_0029731,0.1379854655824601,0.4905999302864074,0.1889335280284285,0.3539649620652199,0.0204052051412872
ISIC_0027275,0.024556202115491,0.093194406479597,0.0557188708335161,0.0826979801058769,0.0227083073696121
ISIC_0030056,0.0234717593993991,0.1032743966206908,0.0144330099283251,0.110532758757472,0.0061893106612842
ISIC_0029195,0.0325615825131535,0.2116828579455614,0.0407097332645207,0.1235292786732316,0.0197371415561065
ISIC_0030207,0.1167519381269812,0.1297729816287756,0.0679900143295526,0.0798186240717768,0.0366092972690239
ISIC_0031223,0.0355040694121271,0.1415498480200767,0.0157231875928118,0.1087758764624595,0.0087653180817142
ISIC_0030226,0.0352998177986592,0.1517756059765815,0.0870735961943864,0.0927796093747019,0.0065713511430658
ISIC_0025654,0.1150721907615661,0.1283779675140977,0.052406703820452,0.0993185397237539,0.0265111471526324
ISIC_0030583,0.0445647501619532,0.1321218591183424,0.0596337500028312,0.1085329530760645,0.0221413689432665
ISIC_0032642,0.5714733973145485,0.7023660242557526,0.6132633723318577,0.7849726378917694,0.285136594902724
ISIC_0033790,0.7880517616868019,0.8537399768829346,0.8287354558706284,0.8884186148643494,0.6544157937169075
ISIC_0033675,0.6270707175135612,0.8541285842657089,0.6157952100038528,0.8414819836616516,0.5914714969694614
ISIC_0027727,0.854379802942276,0.7440459504723549,0.9194849506020546,0.8957887068390846,0.3925103768706321
ISIC_0027107,0.8509229123592377,0.845758430659771,0.7206865325570107,0.918256863951683,0.5812529250979424
ISIC_0027648,0.793355405330658,0.5617234967648983,0.7100489996373653,0.6498042903840542,0.2452554628252983
ISIC_0032613,0.8475579023361206,0.9354504346847534,0.9476666897535324,0.9699932634830476,0.9181220829486848
ISIC_0033256,0.8671039864420891,0.971794717013836,0.9443420618772508,0.9717365652322768,0.9256576970219612
ISIC_0025911,0.1132398443296551,0.1531464010477066,0.1354999574832618,0.1720912037417292,0.0287477045785635
ISIC_0026629,0.2487144134938717,0.1360023636370897,0.2274793274700641,0.3051756396889686,0.0508301807567477
ISIC_0030417,0.9951382353901864,0.9707387611269952,0.9969411343336104,0.9801018312573432,0.9536212533712388
ISIC_0028069,0.576739028096199,0.4876117333769798,0.3233395963907242,0.4698627218604088,0.5082652233541012
ISIC_0028579,0.5269243493676186,0.4900078475475311,0.1486628018319606,0.3637911733239889,0.1945383753627538
ISIC_0026150,0.9048428162932396,0.7941150069236755,0.9689327776432036,0.8593672215938568,0.8584185689687729
ISIC_0031642,0.9572895839810373,0.698359802365303,0.980977363884449,0.9255079105496408,0.7265240997076035
ISIC_0033186,0.4149346072226763,0.8050602301955223,0.5799804925918579,0.9602280333638192,0.3693158216774463
ISIC_0032308,0.9595068097114564,0.9480167403817176,0.9566612616181374,0.7904733121395111,0.7992997318506241
ISIC_0030445,0.8537996932864189,0.8973100855946541,0.9546932280063628,0.9310038238763808,0.9540656134486198
ISIC_0026596,0.0783539693802595,0.0964179178699851,0.0833658908959478,0.0967177031561732,0.0185502482345327
ISIC_0028056,0.3184230010956526,0.2543720733374357,0.5167459473013878,0.113856032025069,0.070602813269943
ISIC_0024792,0.7613245844841003,0.9347543269395828,0.9142821207642556,0.947763666510582,0.8252206146717072
ISIC_0030898,0.9128673821687698,0.8872968330979347,0.9217408522963524,0.9468832165002824,0.9735677912831306
ISIC_0025904,0.9845171272754668,0.9486877843737602,0.9973142445087432,0.9808413907885551,0.9692265763878822
ISIC_0032450,0.99337500333786,0.9845928698778152,0.9987839683890344,0.965582512319088,0.9902253225445748
ISIC_0031977,0.1594379702582955,0.1482440363615751,0.0751779552083462,0.1089766798540949,0.0190728797460906
ISIC_0028519,0.9800778925418854,0.934488609433174,0.9374983981251716,0.96439890563488,0.9545511603355408
ISIC_0024767,0.9684043452143668,0.8909610211849213,0.9140075519680976,0.9124385192990304,0.9396359920501708
ISIC_0031517,0.8737653866410255,0.8612907528877258,0.9833989664912224,0.9311722591519356,0.9134213626384736
ISIC_0028022,0.9493962600827216,0.9485792368650436,0.992744080722332,0.9482802450656892,0.9860037565231324
ISIC_0026369,0.8449683114886284,0.7533078268170357,0.8598723486065865,0.4213557168841362,0.8599805906414986
ISIC_0030521,0.6293157488107681,0.0481278530787676,0.235994110815227,0.283872464671731,0.3514509368687868
ISIC_0027651,0.8216125965118408,0.8757169395685196,0.758280199021101,0.9077688455581664,0.677255529910326
ISIC_0030014,0.9633020758628844,0.8704667389392853,0.9793380871415138,0.932506948709488,0.755185566842556
ISIC_0024675,0.4779881536960602,0.2322036270052194,0.0406888858415186,0.2213532431051135,0.17650644807145
ISIC_0025891,0.4495842475444078,0.0729565643705427,0.1484240693971514,0.291989654302597,0.0767353062983602
ISIC_0027693,0.2902589570730924,0.4836934991180897,0.8206083849072456,0.9599371179938316,0.5515244696289301
ISIC_0029017,0.2309979405254125,0.3307752609252929,0.3529511149972677,0.3053063778206706,0.1198398601263761
ISIC_0031189,0.9454358965158464,0.9860562682151794,0.9571320563554764,0.9042331576347352,0.8672577291727066
ISIC_0032190,0.8143953084945679,0.8455741032958031,0.8558627739548683,0.2120939092710614,0.6765556409955025
ISIC_0028219,0.5313234776258469,0.1460484294220805,0.0355411446653306,0.1436854787170887,0.0423070357646793
ISIC_0026314,0.0492572450311854,0.0656777345575392,0.0230449201771989,0.1151461349800229,0.0560688064433634
ISIC_0024875,0.9737737476825714,0.961115688085556,0.9953217208385468,0.985353134572506,0.9396952092647552
ISIC_0026950,0.9592559859156607,0.9718709960579872,0.9949861615896224,0.9899433925747873,0.969317652285099
ISIC_0033312,0.4188294298946857,0.9093482866883278,0.5914212092757225,0.7196261137723923,0.3386898245662451
ISIC_0029726,0.971689246594906,0.9734400361776352,0.9790572375059128,0.9589853435754776,0.9446687921881676
ISIC_0030324,0.96503683924675,0.9143762737512589,0.9528770372271538,0.95456875115633,0.905075006186962
ISIC_0033496,0.5387680977582932,0.7238420583307743,0.6685988754034042,0.8655661270022392,0.2081497814506292
ISIC_0032927,0.6819582581520081,0.7085283920168877,0.9003201946616173,0.9429395347833632,0.8953479900956154
ISIC_0024865,0.9033816084265708,0.9407048895955086,0.9930223822593688,0.9743840247392654,0.9711889699101448
ISIC_0025035,0.8031409606337547,0.8833851143717766,0.9053697809576988,0.923918217420578,0.8536025509238243
ISIC_0033931,0.9607241675257684,0.979213297367096,0.9931955337524414,0.9834266379475594,0.9650656580924988
ISIC_0033834,0.9836825728416444,0.9746546968817712,0.9943610355257988,0.9751670137047768,0.9181562662124634
ISIC_0033678,0.9878273457288742,0.9435627087950706,0.9916994273662568,0.9741227105259896,0.9120478704571724
ISIC_0034046,0.8174420073628426,0.8859201222658157,0.6684535853564739,0.9408376514911652,0.8292091563344002
ISIC_0032550,0.8566499575972557,0.9362110272049904,0.6078845411539078,0.9418568164110184,0.8957672864198685
ISIC_0033700,0.747988872230053,0.7996156141161919,0.7119172438979149,0.9226492270827292,0.89014533162117
ISIC_0033975,0.6727929301559925,0.6468520537018776,0.6428911536931992,0.7367493063211441,0.5860721431672573
ISIC_0033278,0.8810515850782394,0.8779743984341621,0.9452955946326256,0.9030535668134688,0.8873050734400749
ISIC_0033679,0.5852063931524754,0.2680680844932794,0.6097806915640831,0.4784808680415153,0.4662701301276684
ISIC_0029909,0.9128723964095116,0.9776540622115136,0.9039134979248048,0.9577267542481422,0.8882229551672935
ISIC_0034118,0.8945396617054939,0.9348576292395592,0.8987743258476257,0.935416080057621,0.5313611906021833
ISIC_0033476,0.7544427067041397,0.7942927926778793,0.5107477121055126,0.8060250878334045,0.3917876621708274
ISIC_0033047,0.8544700145721436,0.9742379561066628,0.7192158252000809,0.8944450244307518,0.7469802051782608
ISIC_0025987,0.7660946771502495,0.8858635202050209,0.6507745757699013,0.8045988976955414,0.3849594164639711
ISIC_0033946,0.8757037073373795,0.8821636512875557,0.9325328022241592,0.9025562480092048,0.9096885994076728
ISIC_0033369,0.6760583594441414,0.9148287549614906,0.9029578119516372,0.8714831247925758,0.7819215729832649
ISIC_0032447,0.9146941676735878,0.9749438762664796,0.9835286065936087,0.967664197087288,0.8905518278479576
ISIC_0033655,0.9395708590745926,0.9632493332028388,0.9693903252482414,0.968157984316349,0.7322729751467705
ISIC_0033831,0.927263744175434,0.9747824668884276,0.95289895683527,0.9735682755708694,0.8661814704537392
ISIC_0033416,0.2159683723002672,0.4322705566883087,0.4259115010499954,0.3340632636100054,0.0489767719991505
ISIC_0032662,0.1565400352701544,0.1334779448807239,0.2019758210517466,0.1711016157642007,0.0537707017501816
ISIC_0033452,0.1067602634429931,0.1919704768806696,0.3700702507048845,0.2308151014149189,0.0118274348205886
ISIC_0032733,0.9318059682846068,0.9745608642697334,0.8910814374685287,0.9392867758870124,0.6612312942743301
ISIC_0033183,0.9894491583108902,0.982155978679657,0.9838062673807144,0.9701803028583528,0.9695774093270302
ISIC_0032564,0.9839776828885078,0.988802969455719,0.9727968871593476,0.9573379382491112,0.983628898859024
ISIC_0033362,0.5226576086133718,0.9358644112944604,0.8090086244046688,0.6627393141388893,0.2047469159588217
ISIC_0032875,0.8558172285556793,0.9171320721507072,0.8984562382102013,0.8420984223484993,0.7464636564254761
ISIC_0033802,0.7203518897294998,0.9766662791371346,0.9088517352938652,0.9006581753492355,0.8119728043675423
ISIC_0033429,0.8322922810912132,0.4125247802585363,0.945433109998703,0.7957962080836296,0.8625544458627701
ISIC_0033902,0.9750349447131156,0.9732147753238678,0.9931656196713448,0.97862758487463,0.978321261703968
ISIC_0032774,0.9916839823126792,0.982312060892582,0.9934955909848212,0.9848140701651572,0.98736584931612
ISIC_0033325,0.9423888623714448,0.9735254123806952,0.9794533401727676,0.9690381661057472,0.9779528751969336
ISIC_0034208,0.9248297140002252,0.9616044610738754,0.9841625913977624,0.9428755864501,0.9762005358934402
ISIC_0033068,0.8143603205680847,0.4900037441402673,0.9106587171554564,0.6414990797638893,0.7612124085426331
ISIC_0034218,0.869336225092411,0.8658188879489899,0.9458233267068864,0.7671071738004684,0.8990085572004318
ISIC_0034263,0.93000415712595,0.9718789979815484,0.9616317972540857,0.919963739812374,0.9213552698493004
ISIC_0033725,0.8612963408231735,0.8446303680539131,0.9735837876796722,0.9748149812221528,0.9573953673243524
ISIC_0032537,0.9347623139619828,0.6588260605931282,0.9656938463449478,0.9586401283740996,0.9466089606285096
ISIC_0033287,0.8594761043787003,0.8210632279515266,0.9224693551659584,0.9185252115130424,0.9184556603431702
ISIC_0033286,0.9890667721629144,0.976423092186451,0.9905009791254996,0.9769973382353784,0.9763478860259056
