image_id,ita,label,L,b
ISIC_0029525,67.69657897949219,0,71.1934814453125,8.693554878234863
ISIC_0029474,-71.33172607421875,0,57.21765899658203,-2.4385910034179688
ISIC_0032045,86.39588165283203,0,72.01773071289062,1.3868252038955688
ISIC_0024381,-74.29908752441406,0,64.13282012939453,-3.972799062728882
ISIC_0029991,-65.24496459960938,0,65.81416320800781,-7.292108535766602
ISIC_0029249,-88.99639892578125,0,63.44923782348633,-0.23560234904289246
ISIC_0030822,81.4100112915039,0,69.42338562011719,2.9340388774871826
ISIC_0029311,-68.01799774169922,0,65.0297622680664,-6.066923141479492
ISIC_0026895,84.93579864501953,0,70.136474609375,1.7844520807266235
ISIC_0025716,-75.54148864746094,0,66.82276916503906,-4.337669372558594
ISIC_0028750,79.55508422851562,0,70.57070922851562,3.792102575302124
ISIC_0030365,65.10539245605469,0,69.514892578125,9.05628490447998
ISIC_0027192,82.08206939697266,0,68.70181274414062,2.601055383682251
ISIC_0028840,81.14042663574219,0,67.89539337158203,2.7894062995910645
ISIC_0030683,86.7780990600586,0,67.2798843383789,0.9727188944816589
ISIC_0028237,-81.70886993408203,0,67.3918685913086,-2.534446954727173
ISIC_0029585,-63.35312271118164,0,71.71851348876953,-10.898052215576172
ISIC_0026290,-80.5079345703125,0,60.861854553222656,-1.816105604171753
ISIC_0029126,66.7498550415039,0,72.0271224975586,9.463659286499023
ISIC_0028702,-82.24725341796875,0,65.92477416992188,-2.168043375015259
ISIC_0029841,-89.57610321044922,0,69.08792114257812,-0.14122158288955688
ISIC_0030965,84.16093444824219,0,57.79610824584961,0.7972686290740967
ISIC_0031783,55.51305770874024,0,58.16832733154297,5.61119270324707
ISIC_0030137,67.13105010986328,0,62.1904182434082,5.141653060913086
ISIC_0026947,75.04785919189453,0,78.77719116210938,7.685066223144531
ISIC_0024839,88.47543334960938,0,73.5276107788086,0.626185417175293
ISIC_0030458,89.78607940673828,0,74.7764663696289,0.09250295162200928
ISIC_0024495,-81.7096176147461,0,74.6471176147461,-3.591400384902954
ISIC_0027018,-85.84017181396484,0,66.76077270507812,-1.2190192937850952
ISIC_0029384,-52.73515319824219,0,58.87202453613281,-6.750078201293945
ISIC_0031459,-87.9365463256836,0,67.64921569824219,-0.6358929872512817
ISIC_0024420,-78.64385986328125,0,70.1770248413086,-4.052331924438477
ISIC_0030801,-85.847900390625,0,74.25194549560547,-1.7605679035186768
ISIC_0029206,75.25100708007812,0,64.96504974365234,3.9396848678588867
ISIC_0031951,-76.6976547241211,0,67.26000213623047,-4.080836296081543
ISIC_0030310,82.2718734741211,0,62.187957763671875,1.653969168663025
ISIC_0030608,87.85273742675781,0,68.10629272460938,0.6788813471794128
ISIC_0030372,61.23374938964844,0,67.84864807128906,9.798688888549805
ISIC_0028404,60.27839660644531,0,70.67694854736328,11.804252624511719
ISIC_0029849,87.79499053955078,0,63.56297302246094,0.5222230553627014
ISIC_0027504,73.28815460205078,0,78.03557586669922,8.417387962341309
ISIC_0027094,-61.8496322631836,0,60.73540496826172,-5.744304180145264
ISIC_0028121,-46.721900939941406,0,55.62043380737305,-5.292373180389404
ISIC_0026015,-69.4085922241211,0,66.54136657714844,-6.214661121368408
ISIC_0025434,-57.37400436401367,0,60.74607467651367,-6.879275321960449
ISIC_0028165,66.70348358154297,0,62.83439636230469,5.526439666748047
ISIC_0027770,-88.62281799316406,0,61.41651916503906,-0.27446308732032776
ISIC_0027388,88.94798278808594,0,68.00325012207031,0.33059510588645935
ISIC_0029029,-81.90009307861328,0,68.16027069091797,-2.584559917449951
ISIC_0025038,-75.93527221679688,0,65.59464263916016,-3.9068973064422607
ISIC_0029927,-89.51012420654297,0,70.2428970336914,-0.17307771742343903
ISIC_0026567,83.96441650390625,0,69.25829315185547,2.0362191200256348
ISIC_0026912,62.104583740234375,0,54.84621047973633,2.565439462661743
ISIC_0027737,-54.538272857666016,0,62.89350128173828,-9.183855056762695
ISIC_0024774,-49.82021331787109,0,61.2375602722168,-9.489677429199219
ISIC_0031677,84.2466049194336,0,57.39873123168945,0.7454543113708496
ISIC_0025339,-76.57181549072266,0,67.10138702392578,-4.083017826080322
ISIC_0028876,-84.45855712890625,0,72.53917694091797,-2.1867287158966064
ISIC_0029527,-79.56429290771484,0,75.9596939086914,-4.781217575073242
ISIC_0028992,-55.620365142822266,0,59.422908782958984,-6.447087287902832
ISIC_0026351,-60.37633514404297,0,58.82307815551758,-5.017026424407959
ISIC_0027202,64.56757354736328,0,62.07750701904297,5.743196487426758
ISIC_0032498,86.50202941894531,0,59.657466888427734,0.5903313755989075
ISIC_0027083,68.76235961914062,0,60.097320556640625,3.924123525619507
ISIC_0029778,80.96881866455078,0,60.63285827636719,1.6900103092193604
ISIC_0027831,-82.04096984863281,0,59.97909164428711,-1.395192265510559
ISIC_0024770,-81.0542221069336,0,61.05784225463867,-1.7406634092330933
ISIC_0027559,-87.33673858642578,0,60.6812744140625,-0.49685153365135193
ISIC_0024408,81.02851867675781,0,58.815956115722656,1.3918122053146362
ISIC_0034315,-63.4376106262207,0,64.77014923095703,-7.384217262268066
ISIC_0032967,-66.77694702148438,0,68.78058624267578,-8.058313369750977
ISIC_0030630,-89.83906555175781,0,73.123046875,-0.06494788080453873
ISIC_0031428,-83.00192260742188,0,69.7535171508789,-2.4247519969940186
ISIC_0032681,-60.84388732910156,0,58.603031158447266,-4.799421310424805
ISIC_0033509,-85.1163330078125,0,61.1010856628418,-0.9485102891921997
ISIC_0032694,88.771484375,0,56.187461853027344,0.13268882036209106
ISIC_0034197,81.6006088256836,0,67.21565246582031,2.541999578475952
ISIC_0034057,75.00544738769531,0,63.51796340942383,3.62074875831604
ISIC_0032827,-71.24762725830078,0,69.14714813232422,-6.50045919418335
ISIC_0033022,-81.36637115478516,0,62.69503402709961,-1.9275662899017334
ISIC_0032835,69.26900482177734,0,59.71372985839844,3.6765224933624268
ISIC_0033480,-89.52626037597656,0,64.67434692382812,-0.1213337630033493
ISIC_0033528,-78.51602172851562,0,73.71879577636719,-4.81873083114624
ISIC_0033865,-79.38162994384766,0,75.25603485107422,-4.73491907119751
ISIC_0034296,80.03870391845703,0,66.08718872070312,2.8254001140594482
ISIC_0032763,89.93541717529297,0,58.49852752685547,0.009578349068760872
ISIC_0034291,83.5165023803711,0,70.80937194824219,2.3648552894592285
ISIC_0033784,86.13780975341797,0,67.22520446777344,1.1628748178482056
ISIC_0033307,85.41758728027344,0,65.89702606201172,1.2741312980651855
ISIC_0033169,-64.62227630615234,0,63.53767395019531,-6.421711444854736
ISIC_0032740,-64.46075439453125,0,67.79951477050781,-8.504903793334961
ISIC_0032113,57.45086288452149,0,62.95650100708008,8.269834518432617
ISIC_0029793,66.119873046875,0,72.46797943115234,9.947115898132324
ISIC_0026291,70.21861267089844,0,78.19705200195312,10.141216278076172
ISIC_0026846,38.37886047363281,0,58.38613510131836,10.588690757751465
ISIC_0030067,66.03477478027344,0,60.34774398803711,4.599586009979248
ISIC_0027041,30.013904571533203,0,58.202144622802734,14.198569297790527
ISIC_0029731,31.920095443725582,0,59.084110260009766,14.582829475402832
ISIC_0027275,53.64115524291992,0,68.28944396972656,13.463875770568848
ISIC_0030056,74.5746078491211,0,61.72109603881836,3.234117269515991
ISIC_0029195,34.61503982543945,0,57.59248733520508,10.999762535095215
ISIC_0030207,59.30524444580078,0,68.61861419677734,11.052618026733398
ISIC_0031223,46.85263442993164,0,68.2511978149414,17.107492446899414
ISIC_0030226,82.1879653930664,0,73.68663787841797,3.2497284412384033
ISIC_0025654,53.22984313964844,0,62.92681884765625,9.65999698638916
ISIC_0030583,75.0833511352539,0,69.63113403320312,5.229550838470459
ISIC_0032642,-72.5075454711914,0,64.35682678222656,-4.524611949920654
ISIC_0033790,-80.73819732666016,0,80.4471435546875,-4.965065002441406
ISIC_0033675,-73.72772979736328,0,72.3366928100586,-6.5199713706970215
ISIC_0027727,74.63134002685547,0,70.24712371826172,5.565067768096924
ISIC_0027107,72.68256378173828,0,67.53729248046875,5.468111038208008
ISIC_0027648,-89.04153442382812,0,68.22869110107422,-0.3049629032611847
ISIC_0032613,-67.79242706298828,0,71.51143646240234,-8.78196907043457
ISIC_0033256,-70.7317886352539,0,70.20529174804688,-7.06320858001709
ISIC_0025911,85.91146850585938,0,81.76042175292969,2.27022385597229
ISIC_0026629,88.4140853881836,0,70.62162780761719,0.5709404349327087
ISIC_0030417,-81.47193145751953,1,74.8978042602539,-3.733468770980835
ISIC_0028069,79.31053161621094,1,71.43940734863281,4.046934127807617
ISIC_0028579,86.0120620727539,1,70.7457504272461,1.4462934732437134
ISIC_0026150,89.56693267822266,1,71.93624114990234,0.16580571234226227
ISIC_0031642,-87.77742004394531,1,77.2494125366211,-1.0575683116912842
ISIC_0033186,-75.54660034179688,1,78.78937530517578,-7.420461654663086
ISIC_0032308,68.81581115722656,1,64.8358154296875,5.749722957611084
ISIC_0030445,-56.19266128540039,1,63.39045715332031,-8.966614723205566
ISIC_0026596,64.32440185546875,1,66.02100372314453,7.70198392868042
ISIC_0028056,69.81922149658203,1,76.2947006225586,9.664549827575684
ISIC_0024792,-80.64720153808594,1,65.92477416992188,-2.6228532791137695
ISIC_0030898,-81.97100830078125,1,61.15956497192383,-1.5741325616836548
ISIC_0025904,-87.33258056640625,1,60.02543258666992,-0.4670722782611847
ISIC_0032450,-78.67179107666016,1,59.028663635253906,-1.8087278604507446
ISIC_0031977,-63.69491958618164,1,64.68582916259766,-7.25980806350708
ISIC_0028519,38.38971328735352,1,54.82771682739258,6.0933098793029785
ISIC_0024767,35.47392654418945,1,55.07052993774414,7.115467548370361
ISIC_0031517,82.87510681152344,1,58.75461959838867,1.094307780265808
ISIC_0028022,-76.02967071533203,1,57.52165222167969,-1.8712177276611328
ISIC_0026369,-57.70446014404297,1,69.70393371582031,-12.4541597366333
ISIC_0030521,-60.44251251220703,1,62.869415283203125,-7.298218250274658
ISIC_0027651,-83.17330932617188,1,73.5816650390625,-2.823080062866211
ISIC_0030014,-89.01993560791016,1,66.6677474975586,-0.2851346433162689
ISIC_0024675,-65.88167572021484,1,72.2440185546875,-9.958768844604492
ISIC_0025891,-67.6529769897461,1,75.81640625,-10.612833976745605
ISIC_0027693,-81.50953674316406,1,64.45193481445312,-2.157395362854004
ISIC_0029017,84.65223693847656,1,69.23279571533203,1.800341248512268
ISIC_0031189,-79.52146911621094,1,67.34859466552734,-3.208646535873413
ISIC_0032190,-73.33492279052734,1,61.29454040527344,-3.3810222148895264
ISIC_0028219,-82.67094421386719,1,80.85368347167969,-3.968351364135742
ISIC_0026314,-87.2730712890625,1,81.56817626953125,-1.50358247756958
ISIC_0024875,84.99419403076172,1,58.731300354003906,0.764779269695282
ISIC_0026950,87.26079559326172,1,55.86700439453125,0.28070372343063354
ISIC_0033312,77.50491333007812,1,74.29368591308594,5.38359260559082
ISIC_0029726,-79.12234497070312,1,67.27328491210938,-3.3193206787109375
ISIC_0030324,51.22060394287109,1,63.86098098754883,11.136310577392578
ISIC_0033496,-62.95288848876953,1,62.32417678833008,-6.292247295379639
ISIC_0032927,-54.67713165283203,1,61.00935363769531,-7.801657676696777
ISIC_0024865,87.7512435913086,1,62.718055725097656,0.4994165897369385
ISIC_0025035,86.05447387695312,1,77.02686309814453,1.8640791177749634
ISIC_0033931,72.4831771850586,1,64.18110656738281,4.475862503051758
ISIC_0033834,-69.24417114257812,1,67.69817352294922,-6.7072954177856445
ISIC_0033678,-62.888580322265625,1,62.05781173706055,-6.173325061798096
ISIC_0034046,-68.61007690429688,1,63.686832427978516,-5.3610310554504395
ISIC_0032550,-59.02303695678711,1,60.10276412963867,-6.064826011657715
ISIC_0033700,-70.69508361816406,1,62.2452278137207,-4.2893967628479
ISIC_0033975,-58.09329605102539,1,60.20039367675781,-6.3508429527282715
ISIC_0033278,-57.13766479492188,1,60.6816291809082,-6.900304794311523
ISIC_0033679,-76.74331665039062,1,70.7367935180664,-4.885416030883789
ISIC_0029909,65.84423828125,1,75.04901885986328,11.23423957824707
ISIC_0034118,-72.52202606201172,1,60.471046447753906,-3.297081708908081
ISIC_0033476,-81.69905853271484,1,74.61930084228516,-3.591979742050171
ISIC_0033047,-82.39820861816406,1,70.05744171142578,-2.6768693923950195
ISIC_0025987,68.94764709472656,1,80.88087463378906,11.886443138122559
ISIC_0033946,-48.137306213378906,1,61.24602127075195,-10.07726001739502
ISIC_0033369,-55.80328369140625,1,65.7896499633789,-10.7293119430542
ISIC_0032447,86.16453552246094,1,81.82723236083984,2.133744716644287
ISIC_0033655,-81.1822509765625,1,83.0614013671875,-5.128658771514893
ISIC_0033831,-73.71855926513672,1,80.90587615966797,-9.026637077331543
ISIC_0033416,-68.08475494384766,1,68.23558044433594,-7.336291313171387
ISIC_0032662,-46.6710319519043,1,58.43199920654297,-7.95396089553833
ISIC_0033452,-59.37813186645508,1,62.24467468261719,-7.247786998748779
ISIC_0032733,-60.191627502441406,1,55.77537536621094,-3.308708429336548
ISIC_0033183,-72.7151870727539,1,63.01050567626953,-4.048538684844971
ISIC_0032564,-66.47093200683594,1,62.645896911621094,-5.506223201751709
ISIC_0033362,-89.12432861328125,1,77.18144226074219,-0.4154534339904785
ISIC_0032875,-62.23394775390625,1,63.203426361083984,-6.951379776000977
ISIC_0033802,-82.95963287353516,1,75.91131591796875,-3.2000415325164795
ISIC_0033429,-66.18911743164062,1,65.68196105957031,-6.920125484466553
ISIC_0033902,86.16447448730469,1,71.2877197265625,1.4271866083145142
ISIC_0032774,-87.35774993896484,1,68.43804168701172,-0.8508874773979187
ISIC_0033325,83.54907989501953,1,65.55180358886719,1.7584104537963867
ISIC_0034208,86.4197006225586,1,68.62871551513672,1.165585994720459
ISIC_0033068,-66.00331115722656,1,61.1876335144043,-4.980282783508301
ISIC_0034218,-62.66658020019531,1,65.05374145507812,-7.780932903289795
ISIC_0034263,-62.22840881347656,1,69.8333511352539,-10.444378852844238
ISIC_0033725,-82.4375991821289,1,68.97209930419922,-2.518744468688965
ISIC_0032537,-79.61988067626953,1,63.513511657714844,-2.475346803665161
ISIC_0033287,-75.69752502441406,1,60.9843864440918,-2.800386428833008
ISIC_0033286,-69.98554229736328,1,65.43305969238281,-5.621584415435791
ISIC_0032586,-70.24358367919922,1,63.35304641723633,-4.795917987823486
ISIC_0029209,-61.05815124511719,1,67.2830581665039,-9.55724048614502
ISIC_0033241,89.0986557006836,1,71.95977783203125,0.34548479318618774
ISIC_0032598,75.60299682617188,1,66.78861236572266,4.3096418380737305
ISIC_0034289,67.6896743774414,1,59.75669860839844,4.003567695617676
ISIC_0033687,54.95884704589844,1,59.68450164794922,6.791531562805176
ISIC_0034085,79.40530395507812,1,71.95750427246094,4.107131004333496
ISIC_0034132,-68.79423522949219,1,55.622615814208984,-2.18151593208313
ISIC_0033038,-73.01704406738281,1,63.846595764160156,-4.228824138641357
ISIC_0033883,-73.87229919433594,1,58.827884674072266,-2.5526626110076904
ISIC_0034145,87.3194580078125,1,66.63227081298828,0.7786957621574402
ISIC_0032981,-85.51594543457031,1,63.31897735595703,-1.044494867324829
ISIC_0034005,85.5587387084961,1,57.758113861083984,0.6025734543800354
ISIC_0032965,-80.86986541748047,1,67.70207977294922,-2.844964027404785
ISIC_0034242,62.159969329833984,1,61.82198715209961,6.2435832023620605
ISIC_0033117,65.24044036865234,1,64.83808898925781,6.843453884124756
ISIC_0033269,62.99884033203125,1,64.57356262207031,7.425971031188965
ISIC_0033042,87.21114349365234,1,67.36455535888672,0.8458825349807739
ISIC_0033324,72.35503387451172,1,56.228267669677734,1.9811015129089355
ISIC_0034316,79.80966186523438,1,61.19912338256836,2.0130889415740967
ISIC_0033710,84.76350402832031,1,66.157958984375,1.480865240097046
ISIC_0033081,-89.8512954711914,1,74.8990707397461,-0.06462091207504272
ISIC_0033387,-86.30707550048828,1,70.24967956542969,-1.3069740533828735
ISIC_0025592,75.78529357910156,1,74.21997833251953,6.1352081298828125
ISIC_0032552,79.57952880859375,1,72.79518127441406,4.192117214202881
ISIC_0034205,87.6314468383789,1,59.755889892578125,0.40352800488471985
ISIC_0033612,-86.97638702392578,1,71.62528991699219,-1.142267107963562
ISIC_0032730,-80.90850067138672,1,68.41043090820312,-2.9460723400115967
ISIC_0032709,-87.65972137451172,1,81.91687774658203,-1.3043849468231201
ISIC_0033206,-72.1346664428711,1,66.83815002441406,-5.427327632904053
ISIC_0033198,89.25924682617188,1,65.01519012451172,0.194136381149292
ISIC_0032790,85.70504760742188,1,77.93040466308594,2.0976216793060303
ISIC_0033245,-88.73593139648438,1,67.41820526123047,-0.3843451142311096
ISIC_0033670,-72.53438568115234,1,58.44538879394531,-2.6572470664978027
ISIC_0029740,86.94153594970703,1,66.14297485351562,0.8625342845916748
ISIC_0033593,85.95028686523438,1,62.57345199584961,0.8901829123497009
ISIC_0032672,-84.3677749633789,1,63.41087341308594,-1.3225629329681396
ISIC_0034076,-89.42233276367188,1,72.61936950683594,-0.22805850207805634
ISIC_0032862,-77.50285339355469,1,68.64839935302734,-4.133274555206299
ISIC_0033073,-67.00162506103516,1,62.53889465332031,-5.322021007537842
ISIC_0033696,-49.34375,1,56.16755294799805,-5.296751022338867
ISIC_0032807,-73.35323333740234,1,64.14380645751953,-4.229025840759277
ISIC_0032645,-69.40016174316406,1,63.5885124206543,-5.107541084289551
ISIC_0032960,-76.23200988769531,1,74.29621124267578,-5.953328609466553
ISIC_0033708,-76.81366729736328,1,75.58051300048828,-5.99341344833374
ISIC_0033752,-78.25579833984375,1,67.27217864990234,-3.5907912254333496
ISIC_0033424,-78.90679931640625,1,70.7376708984375,-4.066009998321533
ISIC_0032872,-88.50424194335938,1,82.74170684814453,-0.8549442291259766
ISIC_0033178,-89.5941390991211,1,83.61338806152344,-0.23810407519340515
ISIC_0028148,72.3391342163086,1,75.32060241699219,8.061779975891113
ISIC_0027069,54.355224609375,1,66.59638977050781,11.901474952697754
ISIC_0029092,53.31045150756836,1,61.48045349121094,8.554008483886719
ISIC_0032424,73.76600646972656,1,72.68199920654297,6.6043243408203125
ISIC_0028584,70.68851470947266,1,68.89285278320312,6.620436191558838
ISIC_0027622,74.37479400634766,1,75.0420150756836,7.003730297088623
ISIC_0026352,-83.18289184570312,1,72.37113189697266,-2.6743693351745605
ISIC_0024688,-84.72691345214844,1,71.15013885498047,-1.9520165920257568
ISIC_0025313,-83.56172180175781,1,74.68243408203125,-2.7852768898010254
ISIC_0025097,-87.99391174316406,1,66.8441390991211,-0.5900020599365234
ISIC_0031666,-85.1125259399414,1,66.75902557373047,-1.43306303024292
ISIC_0030756,76.79248046875,1,69.80924224853516,4.648956298828125
ISIC_0027561,-68.8763427734375,1,57.06340026855469,-2.728889226913452
ISIC_0029316,60.60951232910156,1,75.21276092529297,14.201146125793457
ISIC_0031999,58.173099517822266,1,68.11156463623047,11.241419792175293
ISIC_0032245,56.99803161621094,1,75.71676635742188,16.701929092407227
ISIC_0024644,18.960914611816406,1,55.54903793334961,16.151369094848633
ISIC_0029937,-74.47478485107422,1,72.93683624267578,-6.371814727783203
ISIC_0027171,-89.8681869506836,1,85.35981750488281,-0.08134593069553375
ISIC_0026207,-89.9285659790039,1,91.9884262084961,-0.05234437435865402
ISIC_0026094,53.11516952514648,1,66.25968170166016,12.201383590698242
ISIC_0028017,78.29166412353516,1,72.12532043457031,4.585291385650635
ISIC_0029033,-80.89639282226562,1,71.70429229736328,-3.477863311767578
ISIC_0028288,74.98052978515625,1,74.517578125,6.5783915519714355
ISIC_0025248,68.39618682861328,1,71.32234191894531,8.443751335144043
ISIC_0025800,84.62744140625,1,76.91847229003906,2.5315358638763428
ISIC_0025132,-89.79299926757812,1,69.32695770263672,-0.0698234960436821
ISIC_0029157,72.37747955322266,1,80.2745132446289,9.616737365722656
ISIC_0024952,72.81262969970703,1,71.9371109008789,6.785373210906982
ISIC_0025546,-86.12054443359375,1,67.70451354980469,-1.2005919218063354
ISIC_0031529,83.63394165039062,1,80.6944580078125,3.4245219230651855
ISIC_0027420,77.4098892211914,1,77.56201171875,6.155840873718262
ISIC_0024323,44.79264068603516,1,58.612548828125,8.6751127243042
ISIC_0027436,78.13448333740234,1,63.7703971862793,2.8932220935821533
ISIC_0032504,89.7822036743164,1,68.67096710205078,0.07097286731004715
ISIC_0027956,73.31279754638672,1,75.86930084228516,7.754865646362305
ISIC_0028227,88.56998443603516,1,72.38068389892578,0.5587043166160583
ISIC_0030695,80.46759796142578,1,74.937255859375,4.187562942504883
ISIC_0031203,79.06210327148438,1,78.39765930175781,5.488004207611084
ISIC_0030183,-58.6895637512207,1,59.329986572265625,-5.675048351287842
ISIC_0024679,74.58219909667969,1,71.85770416259766,6.027925491333008
ISIC_0031401,64.10794067382812,1,70.10498046875,9.759014129638672
ISIC_0030246,77.10282897949219,1,75.55866241455078,5.85237979888916
ISIC_0026558,73.73657989501953,1,72.8158950805664,6.6560211181640625
ISIC_0026735,84.35713195800781,1,75.9439468383789,2.5634243488311768
ISIC_0026045,-77.8459243774414,1,69.2103042602539,-4.137298583984375
ISIC_0028508,89.45769500732422,1,74.9002914428711,0.23568680882453918
ISIC_0028897,-76.44889831542969,1,61.925621032714844,-2.8743391036987305
ISIC_0028156,74.89026641845703,1,71.31940460205078,5.756300449371338
ISIC_0029570,-85.30549621582031,1,66.136474609375,-1.3250983953475952
ISIC_0024864,85.78645324707031,1,79.03443908691406,2.139054536819458
ISIC_0031957,65.7879638671875,1,68.88973236083984,8.494148254394531
ISIC_0026258,86.6304702758789,1,72.40513610839844,1.319154143333435
ISIC_0025235,84.84776306152344,1,72.7306137084961,2.0495433807373047
ISIC_0028075,-83.84941864013672,1,79.82235717773438,-3.213717460632324
ISIC_0026823,60.922157287597656,1,68.004150390625,10.011868476867676
ISIC_0027797,87.11944580078125,1,73.8530044555664,1.2002232074737549
ISIC_0026092,74.53755187988281,0,74.74496459960938,6.844917297363281
ISIC_0024904,77.53263854980469,0,72.72835540771484,5.02517032623291
ISIC_0028163,76.87784576416016,0,71.91153717041016,5.107903480529785
ISIC_0024669,75.45044708251953,0,72.25863647460938,5.777016639709473
ISIC_0031217,-57.25436782836914,0,68.53407287597656,-11.919510841369629
ISIC_0025599,-61.06683349609375,0,74.1093978881836,-13.327323913574219
ISIC_0025578,-77.94461059570312,0,78.01309967041016,-5.982677936553955
ISIC_0029448,-77.0567626953125,0,78.36860656738281,-6.519811153411865
ISIC_0027903,-89.44116973876953,0,77.53092193603516,-0.26852476596832275
ISIC_0033031,81.77445220947266,0,74.30973052978516,3.5141494274139404
ISIC_0032775,82.95005798339844,0,72.08097076416016,2.7307419776916504
ISIC_0033458,80.80957794189453,0,72.51220703125,3.6423192024230957
ISIC_0033135,85.81834411621094,0,60.63886260986328,0.7778432369232178
ISIC_0032538,85.1011962890625,0,63.67915344238281,1.1724284887313843
ISIC_0033591,86.78328704833984,0,61.642730712890625,0.6543357968330383
ISIC_0033749,-78.8785171508789,0,72.81229400634766,-4.4844746589660645
ISIC_0034196,-79.08463287353516,0,73.95844268798828,-4.620330333709717
